id,title,price,sku,description,mainCategory,image,amazonUrl,createdAt,category,bullets,images,videos,status,mrp,moq,created_at,updated_at,is_deleted,deleted_at
,"Kelenate® (Thanks You Plain) Kraft, 80 Pieces, 2inches, Round, Unique Designs, Self-Adhesive Stickers Labels Roll Decor Tags for Baking Packages, Homemade Gifts, Small Business Supplies",199,B0CTQB3XF7,,,,,,Stickers,"[""[Handmade with Love Stickers] - Made of thicker premium kraft paper, thick and durable, not easy to break. The letters \""handmade with love\"" in black font are marked on the craft paper stickers and features a striking red heart, with the adorable stickers to seal your handmade gift can express your bright wishes."",""[Widely Uses] - The cute and lovely stickers can be used for decorating dessert package, homemade gifts, bakery boxes, home baker jams, cookie boxes, apple butter jars, envelope, diary, photo album, scrapbook, etc. This is a good gift for children, also suitable for school, shop, events using."",""[Self-adhesive & Easy to Use] - These craft paper stickers are self-adhesive, just peel off the backing from the roll and stick onto any dry and smooth surface, and have no issues with curling at the edge or leaving any residue to your items."",""[Suitable Occasions] - These stickers are romantic decoration for party, Christmas, Halloween, wedding ceremony, and other significant event. Also suitable for birthday, Mother's Day, Father's Day, Valentine's Day, New born and other celebrations.""]","[""/uploads/ebf9e1fca53f4d64.jpg"",""/uploads/dd06f8bb7d49dedc.jpg""]",[],active,199,1,2025-09-02 06:28:05,2025-09-02 06:28:05,0,
,"Kelenate® (Handmade with Love Stickers) Kraft, 80 Pieces, 2inches, Round, 5 Unique Designs, Self-Adhesive Stickers Labels Roll Decor Tags for Baking Packages, Homemade Gifts, Small Business Supplies",199,B0CRVHCDGY,,,,,,Stickers,"[""[Handmade with Love Stickers] - Made of thicker premium kraft paper, thick and durable, not easy to break. The letters \""handmade with love\"" in black font are marked on the craft paper stickers and features a striking red heart, with the adorable stickers to seal your handmade gift can express your bright wishes."",""[Widely Uses] - The cute and lovely stickers can be used for decorating dessert package, homemade gifts, bakery boxes, home baker jams, cookie boxes, apple butter jars, envelope, diary, photo album, scrapbook, etc. This is a good gift for children, also suitable for school, shop, events using."",""[Self-adhesive & Easy to Use] - These craft paper stickers are self-adhesive, just peel off the backing from the roll and stick onto any dry and smooth surface, and have no issues with curling at the edge or leaving any residue to your items."",""[Suitable Occasions] - These stickers are romantic decoration for party, Christmas, Halloween, wedding ceremony, and other significant event. Also suitable for birthday, Mother's Day, Father's Day, Valentine's Day, New born and other celebrations.""]","[""/uploads/477d0eb9e9450941.jpg"",""/uploads/996b97c402a51734.jpg""]",[],active,199,1,2025-09-02 06:28:09,2025-09-02 06:28:09,0,
,Kelenate (Flower Theme Note) Self Adhesive Gift Tags Name Tags Stickers Wishes Note Stickers 80 Pieces 2inches Round 5 Unique Designs Made of Sticker Paper Stickers Party Favors Envelope,199,B0CRVDZBPF,,,,,,Stickers,"[""🎉You will receive: 80 pcs 2 inch Theme Note Stickersin sufficient quantity to meet your needs at birthday parties and holiday celebration parties"",""🎉5 designs: The Theme Note StickersLabel comes in 6 unique designs, featuring lively and bright colors, making it perfect for expressing your love and blessings to boys and girls"",""🎉Writable blessings: The surface of the birthday gift sticker is made of semi glossy paper material. You can use a pen and marker to write down the names of yourself and your blessings in the blank space, passing on your love"",""🎉Best Gift Partner: Christmas Birthday Gift Label Sticker is your best choice for giving gifts. It is suitable for celebration venues such as birthday parties, themed parties, and holiday gatherings, and can be used to decorate gift boxes, gift bags, handicrafts, and candy bags""]","[""/uploads/52a5052315086ba2.jpg"",""/uploads/f5a504b6988e961a.jpg""]",[],active,399,1,2025-09-02 06:28:14,2025-09-02 06:28:14,0,
,"Kelenate® (Holi Stickers) Happy Holi Stickers, 80 Pieces, 2 inches, Round, 5 Unique Designs, Holi Gift Box Stickers, Festival Stickers, Holi Stickers, Holi Tags",199,B0CVX68HLW,,,,,,Stickers,"[""PACKAGE CONTENT: It contains 80 stickers, 2 inches in diameter with 5 unique designs."",""RICH DESIGNS: The sticker set has 5 different designs."",""EASY TO PEEL AND STICK: The stickers are die-cut and are very easy to peel and stick on any smooth surface."",""MATERIAL USED: High resolution, multicolored print on matte finish self-adhesive paper."",""USAGE: Perfect to jazz up your party favors, gift wrapping, party decor, art and craft, making greeting cards, scrapbooking, to seal envelope and to practice gratitude.""]","[""/uploads/9fae4be7702dc336.jpg"",""/uploads/1523de7f6f370555.jpg""]",[],active,399,1,2025-09-02 06:28:18,2025-09-02 06:28:18,0,
,"Kelenate® (Total 280 Pieces) 1-100 Number Stickers (200 Pcs), A-Z Alphabets Stickers (52 Pcs), Colour Dots (28 Pcs) Small Size Labels, 25 mm, Vinyl, Multicolour",199,B0CV7BGLQH,,,,,,Stickers,"[""Size - 25 mm X 25 mm, Finish - Gloss, Material - Vinyl"",""Package Contents - 2 Sets of 1-100 Stickers , 2 Sets A-Z Alphabets Stickers , 2 set Colour Dots , Total Stickers - 240 Stickers"",""Easy Peel with Pop-up Edge offers Fast Peeling"",""Self Adhesive - Easily Remove & Place a Sticker on your Product"",""Made in India""]","[""/uploads/88cbb2ced5220c29.jpg"",""/uploads/83a350bd20ba4bcf.jpg""]",[],active,199,1,2025-09-02 06:28:22,2025-09-02 06:28:22,0,
,"Kelenate® (Happy Birthday) Gift Tags Name Tags Stickers, Wishes Note Stickers, 80 Pieces, 2inches, Round, 5 Unique Designs, Made of Sticker Paper, Stickers Party Favors Envelope Packages Seals",199,B0CRV9M358,,,,,,Stickers,"[""🎉You will receive: 80 pcs 2 inch birthday stickers in sufficient quantity to meet your needs at birthday parties and holiday celebration parties"",""🎉5 designs: The Happy Birthday Gift Label comes in 6 unique designs, featuring lively and bright colors, as well as festive elements such as balloons, fireworks, candles, and birthday cakes, making it perfect for expressing your love and blessings to boys and girls"",""🎉Writable blessings: The surface of the birthday gift sticker is made of semi glossy paper material. You can use a pen and marker to write down the names of yourself and your blessings in the blank space, passing on your love"",""🎉Best Gift Partner: Christmas Birthday Gift Label Sticker is your best choice for giving gifts. It is suitable for celebration venues such as birthday parties, themed parties, and holiday gatherings, and can be used to decorate gift boxes, gift bags, handicrafts, and candy bags""]","[""/uploads/74db3cfe6b5b2836.jpg"",""/uploads/d7990177c31955f2.jpg""]",[],active,199,1,2025-09-02 06:28:27,2025-09-02 06:28:27,0,
,"Kelenate® (Colour Background) 1.5 inch (36 mm) 192 pcs Thank You Stickers for Small Business, Self-Adhesive & Waterproof Stickers Thank You Stickers for Packaging",247,B0CRV85XV4,,,,,,Stickers,"[""⭐ EXPRESS GRATITUDE: Perfect to place on retail bags, gift wrap and envelops as they send a powerful message of appreciation to your customers. Say thank you to your customers for choosing your business with these beautiful small business stickers"",""⭐ MULTI USE: Express your creativity and create an everlasting impression using these round sticker rolls. Add these thank you business stickers directly on the gift box, bags, boxes, tissue, or receipts to add a touch of appreciation"",""⭐EYE-CATCHING DESIGN: You receive 192 pieces (1.5 inch) thank you written on them ."",""⭐ EASY APPLICATION: Made with premium quality papqer,They are waterproof, tearproof, easy to peel and stick, and remove without leaving residue""]","[""/uploads/6a179fd01c8eb98b.jpg"",""/uploads/819185caf54e17ab.jpg"",""/uploads/57e2c0e82b0249bc.jpg""]",[],active,247,1,2025-09-02 06:29:00,2025-09-02 06:29:00,0,
,"Kelenate® 2000 Piece Color 12mm (0.5 Inch) Round Dot Sticker Self Adhesive Labels Writable Surface for Kids Activity, File Classification, Calendar Planner (Orange)",149,B0DJ2H4KGL,,,,,,Dot Stickers,"[""✅ Package Contents: This package includes 2000 colored dot stickers, ensuring you have more than enough for extensive usage across various applications."",""✅ Broad Utility: Suitable for numerous environments including offices, homes, and meetings. These stickers are perfect for organizing inventories, classifying files, enhancing office arrangements, and creating eye-catching displays."",""✅ Functional Design: Utilize these round circle label stickers to mark important items. Their bright color acts as an effective reminder and facilitates document classification, catering to a diverse range of users."",""✅ Optimal Sizing: Each sticker measures approximately 12 mm (1/2 inch) in diameter. This size is ideal for visibility and utility while being compact enough to fit in various locations without overcrowding the space. Confirm the dimensions before purchasing to ensure they meet your needs."",""✅ Easy Application: Featuring excellent self-adhesive capabilities, these stickers adhere strongly to most smooth surfaces, including clothing. They are ideal for use as envelope seals or decorative accents on DIY gift packages."",""✅ Durable and Reliable: Crafted from high-quality materials, these stickers are designed to last, maintaining their stickiness and color without fading over time."",""✅ Versatile Labeling Solution: Whether for organizational tasks, classroom activities, or crafting projects, these stickers are an invaluable tool for quick and effective labeling and categorization.""]","[""/uploads/965e01e01008de06.jpg"",""/uploads/fae04907d3ef355b.jpg"",""/uploads/49a06c62822a8cf7.jpg"",""/uploads/ab018c338b8ec962.jpg"",""/uploads/e4429ede56d22d1c.jpg"",""/uploads/d89078e6bc602636.jpg"",""/uploads/065a8fbf0f12bef0.jpg""]",[],active,149,1,2025-09-02 09:28:43,2025-09-02 09:33:36,0,
,"Kelenate® 2000 Piece Color 12mm (0.5 Inch) Round Dot Sticker Self Adhesive Labels Writable Surface for Kids Activity, File Classification, Calendar Planner (Raspberry)",149,B0DJ2GPVZJ,,,,,,Dot Stickers,"[""✅ Package Contents: This package includes 2000 colored dot stickers, ensuring you have more than enough for extensive usage across various applications."",""✅ Broad Utility: Suitable for numerous environments including offices, homes, and meetings. These stickers are perfect for organizing inventories, classifying files, enhancing office arrangements, and creating eye-catching displays."",""✅ Functional Design: Utilize these round circle label stickers to mark important items. Their bright color acts as an effective reminder and facilitates document classification, catering to a diverse range of users."",""✅ Optimal Sizing: Each sticker measures approximately 12 mm (1/2 inch) in diameter. This size is ideal for visibility and utility while being compact enough to fit in various locations without overcrowding the space. Confirm the dimensions before purchasing to ensure they meet your needs."",""✅ Easy Application: Featuring excellent self-adhesive capabilities, these stickers adhere strongly to most smooth surfaces, including clothing. They are ideal for use as envelope seals or decorative accents on DIY gift packages."",""✅ Durable and Reliable: Crafted from high-quality materials, these stickers are designed to last, maintaining their stickiness and color without fading over time."",""✅ Versatile Labeling Solution: Whether for organizational tasks, classroom activities, or crafting projects, these stickers are an invaluable tool for quick and effective labeling and categorization.""]","[""/uploads/b635f22ac8340bba.jpg"",""/uploads/fae04907d3ef355b.jpg"",""/uploads/49a06c62822a8cf7.jpg"",""/uploads/ab018c338b8ec962.jpg"",""/uploads/e4429ede56d22d1c.jpg"",""/uploads/d89078e6bc602636.jpg"",""/uploads/065a8fbf0f12bef0.jpg""]",[],active,149,1,2025-09-02 09:28:48,2025-09-02 09:33:27,0,
,"Kelenate® 2000 Piece Color 12mm (0.5 Inch) Round Dot Sticker Self Adhesive Labels Writable Surface for Kids Activity, File Classification, Calendar Planner (Lemon Yellow)",199,B0DJ2DT76J,,,,,,Dot Stickers,"[""✅ Package Contents: This package includes 2000 colored dot stickers, ensuring you have more than enough for extensive usage across various applications."",""✅ Broad Utility: Suitable for numerous environments including offices, homes, and meetings. These stickers are perfect for organizing inventories, classifying files, enhancing office arrangements, and creating eye-catching displays."",""✅ Functional Design: Utilize these round circle label stickers to mark important items. Their bright color acts as an effective reminder and facilitates document classification, catering to a diverse range of users."",""✅ Optimal Sizing: Each sticker measures approximately 12 mm (1/2 inch) in diameter. This size is ideal for visibility and utility while being compact enough to fit in various locations without overcrowding the space. Confirm the dimensions before purchasing to ensure they meet your needs."",""✅ Easy Application: Featuring excellent self-adhesive capabilities, these stickers adhere strongly to most smooth surfaces, including clothing. They are ideal for use as envelope seals or decorative accents on DIY gift packages."",""✅ Durable and Reliable: Crafted from high-quality materials, these stickers are designed to last, maintaining their stickiness and color without fading over time."",""✅ Versatile Labeling Solution: Whether for organizational tasks, classroom activities, or crafting projects, these stickers are an invaluable tool for quick and effective labeling and categorization.""]","[""/uploads/dea52b6ab9a1fcee.jpg"",""/uploads/fae04907d3ef355b.jpg"",""/uploads/49a06c62822a8cf7.jpg"",""/uploads/ab018c338b8ec962.jpg"",""/uploads/e4429ede56d22d1c.jpg"",""/uploads/d89078e6bc602636.jpg"",""/uploads/065a8fbf0f12bef0.jpg""]",[],active,199,1,2025-09-02 09:28:54,2025-09-02 09:33:18,0,
,"Kelenate® 2000 Piece Green Color 12mm (0.5 Inch) Round Dot Sticker Self Adhesive Labels Writable Surface for Kids Activity, File Classification, Calendar Planner",199,B0DH7Z3JJF,,,,,,Dot Stickers,"[""✅ Package Contents: This package includes 2000 colored dot stickers, ensuring you have more than enough for extensive usage across various applications."",""✅ Broad Utility: Suitable for numerous environments including offices, homes, and meetings. These stickers are perfect for organizing inventories, classifying files, enhancing office arrangements, and creating eye-catching displays."",""✅ Functional Design: Utilize these round circle label stickers to mark important items. Their bright color acts as an effective reminder and facilitates document classification, catering to a diverse range of users."",""✅ Optimal Sizing: Each sticker measures approximately 12 mm (1/2 inch) in diameter. This size is ideal for visibility and utility while being compact enough to fit in various locations without overcrowding the space. Confirm the dimensions before purchasing to ensure they meet your needs."",""✅ Easy Application: Featuring excellent self-adhesive capabilities, these stickers adhere strongly to most smooth surfaces, including clothing. They are ideal for use as envelope seals or decorative accents on DIY gift packages."",""✅ Durable and Reliable: Crafted from high-quality materials, these stickers are designed to last, maintaining their stickiness and color without fading over time."",""✅ Versatile Labeling Solution: Whether for organizational tasks, classroom activities, or crafting projects, these stickers are an invaluable tool for quick and effective labeling and categorization.""]","[""/uploads/5620cfd2e667e571.jpg"",""/uploads/043bbf52ca54eec8.jpg"",""/uploads/2498f82bfea1674a.jpg"",""/uploads/b9e2e1dcb3f53e32.jpg"",""/uploads/07f57a2ca5964fd7.jpg"",""/uploads/0b3fb8b986262e45.jpg"",""/uploads/e4fabdaf2744c7ce.jpg""]",[],active,199,1,2025-09-02 09:29:01,2025-09-02 09:33:10,0,
,"Kelenate® 2000 Piece Red Color 12mm (0.5 Inch) Round Dot Sticker Self Adhesive Labels Writable Surface for Kids Activity, File Classification, Calendar Planner (Red)",199,B0DFHM3JL9,,,,,,Dot Stickers,"[""✅ Package Contents: This package includes 2000 colored dot stickers, ensuring you have more than enough for extensive usage across various applications."",""✅ Broad Utility: Suitable for numerous environments including offices, homes, and meetings. These stickers are perfect for organizing inventories, classifying files, enhancing office arrangements, and creating eye-catching displays."",""✅ Functional Design: Utilize these round circle label stickers to mark important items. Their bright color acts as an effective reminder and facilitates document classification, catering to a diverse range of users."",""✅ Optimal Sizing: Each sticker measures approximately 12 mm (1/2 inch) in diameter. This size is ideal for visibility and utility while being compact enough to fit in various locations without overcrowding the space. Confirm the dimensions before purchasing to ensure they meet your needs."",""✅ Easy Application: Featuring excellent self-adhesive capabilities, these stickers adhere strongly to most smooth surfaces, including clothing. They are ideal for use as envelope seals or decorative accents on DIY gift packages."",""✅ Durable and Reliable: Crafted from high-quality materials, these stickers are designed to last, maintaining their stickiness and color without fading over time."",""✅ Versatile Labeling Solution: Whether for organizational tasks, classroom activities, or crafting projects, these stickers are an invaluable tool for quick and effective labeling and categorization.""]","[""/uploads/09b9f113b501ee22.jpg"",""/uploads/043bbf52ca54eec8.jpg"",""/uploads/2498f82bfea1674a.jpg"",""/uploads/b9e2e1dcb3f53e32.jpg"",""/uploads/07f57a2ca5964fd7.jpg"",""/uploads/0b3fb8b986262e45.jpg"",""/uploads/e4fabdaf2744c7ce.jpg""]",[],active,199,1,2025-09-02 09:29:28,2025-09-02 09:32:50,0,
